word,page,radical,count,code,hanyu
󳉯,319,󳝉,5,hffxv,（咽下）
󳉰,307,󳉰,1,zxz,彩虹
󳉱,33,󳉰,2,zexn,1、（银杏；2、（苤（pie）蓝）；
󳉲,88,󳉰,2,zhxn,（小而尖的鼻子）
󳉳,226,󳉰,2,zhxz,1、绳索；2、（柞桥（竹索桥））；
󳉴,217,󳉰,3,zggxz,破、坏
󳉵,366,󳉰,3,zjxz,（一串串）
󳉶,64,󳝊,2,ldxz,嘱咐
󳉷,78,󳝊,2,lgxn,（口水）
󳉸,191,󳝊,2,lgxz,（毛驴）
󳉹,267,󳝊,2,lhxz,（排行第七）
󳉺,19,󳝊,3,lhgxz,（水）溅
󳉻,33,󳝊,3,lghxc,1、落、掉；2、（柏雅妥洪，今四川古蔺，为古代彝族且兰地方政权所在地）；
󳉼,167,󳝊,3,lhgxc,1、挖（洞）；2、开（口）；
󳉽,319,󳝊,3,ljxc,（虎）啸
󳉾,72,󳝊,4,lgvvxn,1、横；2、歪、斜；
󳉿,148,󳝊,4,lfgxn,台阶
󳊀,149,󳝊,4,lfvxn,（年）纪
󳊁,252,󳝊,4,lglxn,召集
󳊂,49,󳝊,6,lhggggxv,（土）壤
󳊃,210,󳝊,6,lghjhxn,（翁宅，彝族祭祀祖宗时建的灵房）
󳊄,214,󳝊,6,lfvfxn,管、管理
󳊅,17,󳝋,1,lxz,1、祖妣（bi）（女祖先）；2、（皮聂，彝族先民中最早出现的第二君王）；
󳊆,55,󳝋,2,lpxc,1、乞求、乞讨；2、祈祷、祈求；
󳊇,161,󳝋,2,lhgxn,（外面）
󳊈,171,󳝋,2,lhxz,（娃娃鸡）
󳊉,272,󳝋,2,ltxn,（鳝鱼）
󳊊,294,󳝋,2,lpxn,贫瘠
󳊋,368,󳝋,2,lhxc,（用风箱）杨
󳊌,379,󳝋,2,luxz,1、今；2、（词头）；
󳊍,18,󳝋,3,lggxn,叠、折
󳊎,22,󳝋,3,ljxc,1、叶子；2、片（量词）；
󳊏,29,󳝋,3,lghxn,（天花）
󳊐,275,󳝋,3,ljxv,边、面
󳊑,277,󳝋,3,lgvxn,（盖房用的（篾笆））
󳊒,316,󳝋,3,lhuxz,合适
󳊓,332,󳝋,3,lfxv,（连接在一起）
󳊔,19,󳝋,4,lghgxz,吐（口水）
󳊕,97,󳝋,4,lghgxn,1、（人的）关系；2、（坝子伯尼、人名、古代一位著名的毕摩）；
󳊖,123,󳝋,4,lkxv,1、（老表）；2、（儿媳妇、外甥女）；
󳊗,171,󳝋,5,lggggxn,你的
󳊘,263,󳝌,1,axz,（脚）崴
󳊙,158,󳝌,2,apxz,踪迹
󳊚,160,󳝌,2,ahpxn,（蚂蚱、蚱蜢）
󳊛,32,󳝌,3,ajxc,鸭子
󳊜,50,󳝌,3,ahpxn,1、呢（亲近）；2、呢（语气助词）；
󳊝,55,󳝌,3,aghxc,妈妈
󳊞,107,󳝌,3,ajxn,剩
󳊟,238,󳝌,3,ayuxz,种类
󳊠,239,󳝌,3,ayhxv,窝棚
󳊡,34,󳝌,4,afdxm,1、（相）依；2、（想念、挂念）；
󳊢,54,󳝌,4,aghdxm,1、梦（名词）；2、做梦；3、（阿迷、古称阿迷州、即云南开远市）；
󳊣,35,󳝌,6,afvghxm,（1、婚配；2、（巴第赫吐，彝语贵州威宁草海）；）
󳊤,126,󳝌,7,ajujyxn,叠
󳊥,19,󳝍,3,ahgxz,（恶心）呕吐
󳊦,90,󳝍,3,ahxv,蜻蜓
󳊧,347,󳝍,3,agjxn,鹤
󳊨,382,󳝍,3,aghxn,进展快
󳊩,200,󳝎,2,shxc,（菠萝）
󳊪,280,󳝎,2,ssxm,1、捂（嘴）；2、掩（耳）；
󳊫,17,󳝎,3,lfxc,干瘪（指植物果实）
󳊬,59,󳝎,3,sgjxz,（臭虫）
󳊭,78,󳝎,3,sghxz,（哭丧棍（孝棍））
󳊮,146,󳝎,3,shgxz,1、开创；2、开垦；
󳊯,195,󳝎,3,sghxm,1、晚熟（作物）；2、蔗（妻）、后（妻）；
󳊰,205,󳝎,3,sjxc,（晃荡）
󳊱,209,󳝎,3,sghxm,1、亲吻；2、（象声词、吻小孩发出的声音）；
󳊲,209,󳝎,3,sghxm,1、（花）瓣；2、瓣（量词）；
󳊳,264,󳝎,3,sfxz,猎
󳊴,94,󳝎,4,shqhxv,（斜）砍、割
󳊵,103,󳝎,4,sgjxm,1、副（量词）；2、张（量词）；
󳊶,116,󳝎,4,shhhxm,1、族（人）；2、者（人）；
󳊷,138,󳝎,4,sghhxm,套（动词）
󳊸,145,󳝎,4,syhgxv,（出殡）
󳊹,145,󳝎,5,sjqhxv,底
󳊺,204,󳝎,5,shhdxm,（泥鳅）
󳊻,212,󳝎,5,sgdxm,（眼、脸、脉搏、肌肉等）颤动、跳动
󳊼,236,󳝎,5,shgdxz,1、折（断）、掰（断）；2、（实楚、人名、彝族最早出现的毕摩）；
󳊽,58,󳝎,6,sfsfxm,（眉毛）
󳊾,98,󳝎,6,shigogxm,（螃蟹）
󳊿,224,󳝎,7,sgghghgxn,（蟑螂）
󳋀,364,󳝎,7,shjqjxz,送
󳋁,60,󳝎,8,shshjjxm,（壁虎）
󳋂,374,󳝎,9,sjjkxn,（洱海）
󳋃,13,󳝏,2,qhxz,（白面狐）
󳋄,30,󳝏,2,qtxv,1、起始；2、（布、默，彝族六祖的第五、第六支系的名称）；
󳋅,43,󳝏,2,qhxn,（盖房用的（篾笆））
󳋆,43,󳝏,2,qqxn,（幽默、风趣、诙谐）
󳋇,71,󳝏,2,qdxv,1、衣服；2、穿（衣服）；
󳋈,129,󳝏,2,qfxz,（娶妻）
󳋉,249,󳝏,2,qjxn,幅（量词）（一幅（丈）布）
󳋊,280,󳝏,2,qhxn,（沸水蒸汽）
󳋋,372,󳝏,2,qgxv,（古）今
󳋌,390,󳝏,2,qdxn,叫
󳋍,34,󳝏,3,qshxc,1、小；2、（词尾）；
󳋎,37,󳝏,3,qgmxn,和睦
󳋏,37,󳝏,3,qpqxn,1、口（量词）；2、顶（量词）；3、把；
󳋐,38,󳝏,3,qjtxn,（肩）膀
󳋑,39,󳝏,3,qhgxv,（毛发蓬松）
󳋒,139,󳝏,3,qghxv,兜
󳋓,157,󳝏,3,qpqxn,补（载、种）
󳋔,165,󳝏,3,qhgxm,捶
󳋕,176,󳝏,3,qhgxv,滴（量词）
󳋖,188,󳝏,3,qyhxz,调换
󳋗,201,󳝏,3,qfxn,（重叠词缀）（圆溜溜）
󳋘,205,󳝏,3,qgjxn,1、脱；2、卸；3、（说话伤人）；
󳋙,309,󳝏,3,qphxc,因（为）
󳋚,309,󳝏,3,qyhxc,（形容词缀）（青幽幽）
󳋛,216,󳝏,3,qqqxc,遍（地、野）
󳋜,223,󳝏,3,qghxn,懒
󳋝,344,󳝏,3,qdhxz,1、披；2、穿（衣）；
󳋞,351,󳝏,3,qqhxz,寻找
󳋟,356,󳝏,3,qghxz,（语气词）啊、吧
󳋠,385,󳝏,3,qphxn,张（口）
󳋡,387,󳝏,3,qhgxn,（薄荷）
󳋢,388,󳝏,3,qhpxn,养育
󳋣,390,󳝏,3,qgdxn,摆谈
󳋤,12,󳝏,4,qyhyxn,1、块；2、穗；3、块、穗（量词）；
󳋥,25,󳝏,4,qfhxn,（瓦片）
󳋦,28,󳝏,4,qjfxv,旺盛
󳋧,38,󳝏,4,qhgqxn,生育
󳋨,54,󳝏,4,qhhgxn,熟
󳋩,67,󳝏,4,qjgxn,宰、杀（牛）
󳋪,80,󳝏,4,qkxn,度、°
󳋫,142,󳝏,4,qjhhhxn,（感觉）灵敏
󳋬,178,󳝏,4,qmjxn,冲
󳋭,204,󳝏,4,qjqxn,（蝌）蚪
󳋮,223,󳝏,4,qthhxn,1、（斜）砍；2、劈；
󳋯,270,󳝏,4,qqjxc,规（则）
󳋰,295,󳝏,4,qhhhxv,竖（直）
󳋱,314,󳝏,4,qfyxv,次、回、趟（做一回（次）、走一趟）
󳋲,331,󳝏,4,qfhxv,舞（名词、动词）
󳋳,353,󳝏,4,qkxz,修理
󳋴,353,󳝏,4,qfhxn,睡、死睡
󳋵,368,󳝏,4,qkxv,（一串串）
󳋶,384,󳝏,4,qjqxn,（重叠词缀）（浑浊）
󳋷,388,󳝏,4,qhghxn,奉养、赡养
󳋸,14,󳝏,5,qjghxn,（形容词缀）（光溜溜）
󳋹,62,󳝏,5,qhhppxn,含
󳋺,100,󳝏,5,qhkxn,（诱惑）
󳋻,104,󳝏,5,qkqxn,（窄而长条的形状）
󳋼,121,󳝏,5,qhhjhxn,（大霍麻）
󳋽,135,󳝏,5,qhthgxn,（摇摇摆摆）
󳋾,136,󳝏,5,qjjxn,箱（子）
󳋿,136,󳝏,5,qffxn,（勾引）
󳌀,145,󳝏,5,qkgxv,触、碰
󳌁,146,󳝏,5,qhtghxv,1、（大针地）缝；2、刺（杀）；
󳌂,149,󳝏,5,qjgjxn,（额）头
󳌃,247,󳝏,5,qththxn,只有
󳌄,267,󳝏,5,qhkxz,佩戴
󳌅,270,󳝏,5,qqkxz,蓑（衣）
󳌆,291,󳝏,5,qghthxn,（肮脏）
󳌇,328,󳝏,5,qkjxn,1、应；2、间；
󳌈,345,󳝏,5,qgkxn,（心灰意冷）
󳌉,348,󳝏,5,qffxv,（祈祷、祷告）
󳌊,366,󳝏,5,qkhxn,（词缀）（稀疏、稀拉）
󳌋,382,󳝏,5,qhgqgxn,（昏沉沉）
󳌌,385,󳝏,5,qyjhxn,鼾（han）
󳌍,388,󳝏,5,qhghhxn,饲养
󳌎,46,󳝏,6,qjjygxn,擞（sǒu）
󳌏,91,󳝏,6,qhgjhxn,批（量词）
󳌐,100,󳝏,6,qgghfxn,塞（动词）
󳌑,165,󳝏,6,qjjhxm,球类运动的统称
󳌒,199,󳝏,6,qhhgghxn,早熟（种子）
󳌓,204,󳝏,6,qjqjxn,（重叠词缀）（青幽幽）
󳌔,209,󳝏,6,qdhgghxn,（形容朗读或者叙述流利）
󳌕,259,󳝏,6,qhgjgxv,1、抹、涂；2、（麦芽糖）；
󳌖,287,󳝏,6,qthgjxn,创（建）
󳌗,291,󳝏,6,qkffxn,1、洁净；2、清洁；
󳌘,361,󳝏,6,qhhfhxn,1、抹（ma）；2、擦；
󳌙,385,󳝏,6,qhgkxn,（唢呐、里啦）
󳌚,386,󳝏,6,qggjhxn,（依靠）
󳌛,283,󳝏,7,qhghhghxn,1、（典章）；2、经典；3、（法则、法规）；2、（典故）；
󳌜,194,󳝏,8,qgjffxn,（重叠词缀）（红艳艳、红殷殷、红彤彤）
󳌝,377,󳝏,8,qjfpghxn,1、（懒惰）；2、（困倦）；
󳌞,62,󳝐,2,qhxn,1、母、女、阴（阳）；2、大；3、（武蒙舍，彝语古称蒙舍诏）；
󳌟,128,󳝐,2,qgxn,1、云；2、（点措博，彝语指点苍山）；2、（迭吐博，山名、相传古彝人实勺部族祭天、地、祖先之处）；
󳌠,165,󳝐,3,qjxz,（鲁岱、人名，笃慕第十代孙）
󳌡,183,󳝐,3,qqqxn,肋（骨）
󳌢,201,󳝐,3,qfxn,牛（古语）
󳌣,216,󳝐,3,qhhxn,配种（畜牲）
󳌤,343,󳝐,3,qgfxn,1、写；2、（字）
󳌥,38,󳝐,4,qghqxn,（刺）眼
󳌦,90,󳝐,4,qjhxn,请（客）
󳌧,110,󳝐,5,qfggxn,（疾病）流行
󳌨,146,󳝐,5,qkhxn,（骡子）
󳌩,250,󳝐,5,qghtgxn,1、轮流；2、（年）轮；
󳌪,250,󳝐,5,qhgtgxn,（可能、也许）
󳌫,37,󳝐,6,qggkxn,（富）有
󳌬,72,󳝐,6,qghqfxn,飘
󳌭,287,󳝐,7,qghjjxn,呼（吸）
󳌮,193,󳝐,8,qthhgghyxn,缠绕
󳌯,41,󳝑,2,euxn,过敏
󳌰,71,󳝑,2,efxn,飞翔
󳌱,74,󳝑,2,eyxn,菜
󳌲,111,󳝑,2,eyxn,1、芽；2、薹；
󳌳,193,󳝑,2,emxn,（词缀）（弹跳弹跳的）
󳌴,194,󳝑,2,egxn,被
󳌵,276,󳝑,2,egxn,传送
󳌶,326,󳝑,2,ewxn,（昆明）
󳌷,358,󳝑,2,ebxn,（罗汉松（滇名杉树））
󳌸,7,󳝑,3,epgxc,（糖的）前缀词素
󳌹,11,󳝑,3,efgxn,（碓）挡
󳌺,49,󳝑,3,egmxn,猫
󳌻,71,󳝑,3,vwvvxn,1、（刺）、（钉）；2、（菠萝）；
󳌼,74,󳝑,3,eugxc,（姐、丈夫、姐夫）
󳌽,108,󳝑,3,eggxb,（鼓起）挣
󳌾,139,󳝑,3,eghxn,（瓜）瓢
󳌿,154,󳝑,3,ephxc,胸
󳍀,160,󳝑,3,eggxn,（一项项）
󳍁,161,󳝑,3,egjxn,1、（世上、世界）；2、（阳世间）；
󳍂,190,󳝑,3,euhxn,1、通洞；2、（通道、推脱）；
󳍃,195,󳝑,3,eggxn,鸦（乌鸦）
󳍄,196,󳝑,3,egpxn,（水渡槽（涧槽））
󳍅,197,󳝑,3,eghxb,承包、承揽、包揽
󳍆,197,󳝑,3,eupxc,（挑箩）
󳍇,216,󳝑,3,eghxn,（逗笑）
󳍈,229,󳝑,3,ethxn,尖
󳍉,236,󳝑,3,ejhxn,（后面、后边）
󳍊,275,󳝑,3,gegxn,（蓟（ji））草（马齿苋（xiàn））
󳍋,282,󳝑,3,ehgxn,梗、硌（ge）
󳍌,282,󳝑,3,ehdxn,作对
󳍍,318,󳝑,3,efpxb,（美丽、漂亮）
󳍎,344,󳝑,3,esjxb,（干）罅（xià）
󳍏,361,󳝑,3,eumxn,划（破）
󳍐,379,󳝑,3,epvxn,蹒跚
󳍑,7,󳝑,4,eugjxn,（蘑菇、菌子）
󳍒,22,󳝑,4,epjxn,（双里的）只
󳍓,46,󳝑,4,efhxn,（月琴）
󳍔,71,󳝑,4,eyghxn,1、瞅（眼）；2、斜（眼）；
󳍕,81,󳝑,4,efhxn,（若干）
󳍖,107,󳝑,4,eghgxn,鹞（子）（雀鹰）
󳍗,125,󳝑,4,egffxn,（传说中的）神鹰
󳍘,154,󳝑,4,eggpxn,（睾丸）
󳍙,194,󳝑,4,ejgxn,呢（语气词表示疑问）
󳍚,198,󳝑,4,egffxb,（攀枝花（木棉））
󳍛,199,󳝑,4,eufxn,1、轻；2（价格便宜）；
󳍜,200,󳝑,4,egjxn,茶（古语）
󳍝,207,󳝑,4,eghhxn,（横）搭
󳍞,208,󳝑,4,edhfxb,（阔叶韭菜）
󳍟,247,󳝑,4,ehghxn,些、点
󳍠,261,󳝑,4,euuhxn,（麒麟）
󳍡,272,󳝑,4,etfgxc,（压）下
󳍢,293,󳝑,4,ehjxn,骂
󳍣,300,󳝑,4,egghxn,1、姑姑、姑妈；2、婆（媳）；
󳍤,318,󳝑,4,egthxn,（犹）如
󳍥,330,󳝑,4,epggxn,（河蚌）
󳍦,348,󳝑,4,ehhpxn,（瘦）
󳍧,361,󳝑,4,ejhxn,迎接
󳍨,364,󳝑,4,eggjxn,（活结）
󳍩,377,󳝑,4,etfhxc,（卧倒、卧下）
󳍪,27,󳝑,5,eygjxn,（囤箩）
󳍫,75,󳝑,5,egygoxm,（白面狐）
󳍬,77,󳝑,5,ehggdxm,（恐惧）
󳍭,115,󳝑,5,eukxn,1、（太……了。）；2、（莴苣（woju））；
󳍮,120,󳝑,5,eghhhxn,枣
󳍯,172,󳝑,5,effxv,1、丢失；2、消失；
󳍰,197,󳝑,5,efpghxb,（钩子）
󳍱,198,󳝑,5,egpghxn,贱（价格）
󳍲,203,󳝑,5,etffxc,（人体额下的软组织）
󳍳,227,󳝑,5,eufffxn,条、支、杆、股、把（量词）
󳍴,231,󳝑,5,ehgghxm,（砂锅）
󳍵,277,󳝑,5,eujhxn,泻
󳍶,278,󳝑,5,egjrxn,前（眼前、面前）
󳍷,283,󳝑,5,epjgxn,添、掺
󳍸,320,󳝑,5,efgjxb,（杏子）
󳍹,322,󳝑,5,ephhuxn,（斗殴）
󳍺,343,󳝑,5,eghthxn,（行动）
󳍻,359,󳝑,5,euvfxc,炎热
󳍼,35,󳝑,6,egghgdxm,（松明子）
󳍽,121,󳝑,6,egkgxn,掩盖
󳍾,145,󳝑,6,ehgfhxc,（芦苇）
󳍿,197,󳝑,6,eftffxb,（凉爽）
󳎀,197,󳝑,6,efhgghxn,结（尾）
󳎁,354,󳝑,6,ehgjhxn,寒
󳎂,358,󳝑,6,evhghhxn,（侦察）
󳎃,378,󳝑,6,epffxn,1、（瘌蛤蟆）；2、（蝌蚪）；
󳎄,379,󳝑,6,ehggghxn,（狐狸）
󳎅,87,󳝑,7,eghjrxn,（三菱草）
󳎆,92,󳝑,7,egpffxn,賨（cong）（旧时民间的储金会）
󳎇,297,󳝑,7,egththgxn,灾
󳎈,67,󳝑,8,etfjhggxn,镀（金银铜等）
󳎉,78,󳝑,8,egyfyfxn,（蟋蟀）
󳎊,200,󳝑,9,eufhffxn,（山茶）
󳎋,255,󳝒,1,sxz,1、蛇；2、巳（地支第六位）；
󳎌,32,󳝒,2,ssxm,落（在）、落（入）
󳎍,112,󳝒,2,svxv,脱（毛）
󳎎,130,󳝒,2,sgxb,（简单、容易、简易）
󳎏,167,󳝒,2,sjxv,争抢
󳎐,220,󳝒,2,sgxz,（失）落
󳎑,243,󳝒,2,sghxb,（另外）
󳎒,253,󳝒,2,sgxv,（踩）偏、虚
󳎓,261,󳝒,2,slxm,（香椿树）
󳎔,264,󳝒,2,sdxv,（和尚）
󳎕,265,󳝒,2,shxv,1、（实勺（古彝族一个部族名称））；2、（实楚，彝族中最早出现的毕摩）；3、（德施，六祖第十一世孙）；
󳎖,290,󳝒,2,sgxb,（平面）凸起
󳎗,343,󳝒,2,soxz,（远距离）
󳎘,384,󳝒,2,sgxz,（姑子（丈夫的姐妹））
󳎙,17,󳝒,3,sjxz,（好久）
󳎚,28,󳝒,3,sddxv,（枪、炮）
󳎛,32,󳝒,3,sjxm,袍（披袍）
󳎜,94,󳝒,3,sgkxz,忙
󳎝,173,󳝒,3,sfxv,明（年）
󳎞,209,󳝒,3,sqpxz,1、（清汤）；2、（寡鸡蛋）；
󳎟,260,󳝒,3,sgdxv,纺（线）
󳎠,292,󳝒,3,sghxv,缘故、原因
󳎡,315,󳝒,3,sthxm,1、漱（口）；2、吐（掉）；
󳎢,329,󳝒,3,sghxz,句
󳎣,342,󳝒,3,sjxz,乖
󳎤,350,󳝒,3,ssgxm,1、绾（wǎn）（绳子）；2、勒骟（牛）；
󳎥,384,󳝒,3,spgxv,（大声）吼、（起）哄
󳎦,27,󳝒,4,sjhxv,布
󳎧,35,󳝒,4,sijxv,（牛的）蜂巢胃
󳎨,126,󳝒,4,skxv,烙
󳎩,133,󳝒,4,sgjxv,注意
󳎪,140,󳝒,4,sjgxv,嚼（jiao）
󳎫,220,󳝒,4,sghgxz,朽
󳎬,229,󳝒,4,sdxv,钟
󳎭,231,󳝒,4,sdxz,收藏
󳎮,232,󳝒,4,shggxn,挂（使动）
󳎯,273,󳝒,4,sgthxv,1、（虚荣、好打扮）；2、（假装斯文）；
󳎰,285,󳝒,4,skxb,烧烤
󳎱,329,󳝒,4,sgjxz,1、秤（名词）；2、斤（量词）；
󳎲,368,󳝒,4,,重字
󳎳,55,󳝒,5,sfjxv,招赘、入赘
󳎴,213,󳝒,5,sdgxb,（翻脸）
󳎵,213,󳝒,6,sghhhhxv,洒
󳎶,359,󳝒,6,sjffxn,1、悬（空）；2、（摆额博，彝语指昆明西山）；
󳎷,261,󳝒,6,sghgghxn,1、（斯蜀，传说种的捉魂鬼）；2、祸；3、灾荒；
󳎸,222,󳝒,9,skhjjgxn,浆
󳎹,112,󳝓,2,vhxn,1、树；2、木（五行数）；2、木柴；
󳎺,265,󳝓,2,vpxc,（诽谤）
󳎻,358,󳝓,2,vvxz,语、言（古语）
󳎼,388,󳝓,2,vhxm,绿
󳎽,4,󳝓,3,vvgxn,飞舞
󳎾,10,󳝓,3,viixz,纬（线）
󳎿,71,󳝓,3,vvvxc,搓（绳子）
󳏀,111,󳝓,3,vghxn,补
󳏁,127,󳝓,3,vjhxn,1、抵触；2、撞；
󳏂,150,󳝓,3,vgvxn,（门）槛
󳏃,,,,vygxc,（故事）
󳏄,182,󳝓,3,vvvxn,雾
󳏅,243,󳝓,3,vvgxn,1、（建筑用的）木条；2、（阿左赤，古彝人的一支）；3、（阿左底，彝语称云南沾益、曲靖坝子）；
󳏆,282,󳝓,3,vuuxn,（喷水枪）
󳏇,371,󳝓,3,vpgxc,瓜（类）
󳏈,1,󳝓,4,vqqhxn,（形容词缀）
󳏉,16,󳝓,4,vghgxn,很（副词）
󳏊,87,󳝓,4,vpgvxn,闪亮
󳏋,92,󳝓,4,vfhxn,伞
󳏌,104,󳝓,4,vvhtxn,1、（刺）、（钉）；2、（菠萝）；
󳏍,186,󳝓,4,vghggxc,（娇气）
󳏎,332,󳝓,4,vhjxc,凝结
󳏏,362,󳝓,4,vghyxn,（人熊）
󳏐,28,󳝓,5,vpgjxn,（导火线）
󳏑,37,󳝓,5,vvdhhxn,1、（广阔）；2、（撮箕）；
󳏒,79,󳝓,5,vgkxn,催
󳏓,194,󳝓,5,vggggxb,高兴
󳏔,196,󳝓,5,vhgghxz,拥挤
󳏕,258,󳝓,5,vvvgxz,1、杉；2、松；3、（松明子）；
󳏖,387,󳝓,5,vhhphxn,凹陷
󳏗,336,󳝓,6,vhvhvhxn,燕
󳏘,382,󳝓,6,vhhgfxn,（出）丑、（丢）脸
󳏙,124,󳝔,2,wgxn,浆（衣服）
󳏚,202,󳝔,2,wpxn,（犬）吠
󳏛,223,󳝔,2,wwxn,狡猾
󳏜,266,󳝔,2,wuxn,（认真）
󳏝,371,󳝔,2,whxc,（俄索，人名，后传为彝族支系名、地名，汉文记载为乌撒，今威宁）
󳏞,385,󳝔,2,wfxn,混合、掺和
󳏟,388,󳝔,2,wmxn,（皮）革
󳏠,33,󳝔,3,whmxn,暴露
󳏡,39,󳝔,3,wvvxn,（刺竹）
󳏢,42,󳝔,3,wjmxn,（花（色）
󳏣,92,󳝔,3,wggxc,凑（在一起）
󳏤,110,󳝔,3,wgmxn,（婴儿皮肤褶皱处）发炎
󳏥,134,󳝔,3,wghxn,千
󳏦,161,󳝔,3,wyyxn,1、歹；2、憨、劣；
󳏧,248,󳝔,3,whhxc,耀（眼）、刺眼
󳏨,262,󳝔,3,whvxn,1、收（拾）；2、（实勺、古彝人的一个部族名）；
󳏩,284,󳝔,3,wghxn,1、（突然（死））；2、松鼠；
󳏪,286,󳝔,3,whyxn],揩、擦
󳏫,294,󳝔,3,wmvxn,（祛除、使干净）
󳏬,323,󳝔,3,wghxn,（虽然）
󳏭,352,󳝔,3,wyhxn,（头）屑
󳏮,12,󳝔,4,wythxn,（父系血缘相邻两辈间的）关系
󳏯,81,󳝔,4,wkxn,（狮子）
󳏰,109,󳝔,4,gggwxn,点（眼药水）
󳏱,219,󳝔,4,wghgxc,1、人（古语）；2、笃慕（人名，彝族”六祖“的父辈）
󳏲,346,󳝔,4,wgjxn,圆
󳏳,382,󳝔,4,wdfxb,攻打
󳏴,38,󳝔,5,wjgxn,（灶）
󳏵,81,󳝔,5,wghhhxn,（哪里）
󳏶,185,󳝔,5,wfjhxn,借
󳏷,120,󳝔,6,wthkxn,（笑嘻嘻）
󳏸,264,󳝔,6,wghgghxn,1、开始；2、太初；
󳏹,308,󳝔,6,whhkxn,炫示
󳏺,313,󳝔,6,wpppyxn,蓄
󳏻,29,󳝕,1,mxz,1、虫；2、蚕；3、（螃蟹）；
󳏼,256,󳝕,1,mxz,1、经（线）；2、牵（经线）；
󳏽,3,󳝕,2,mdxm,1、跳；2、动；
󳏾,242,󳝕,2,mmxn,扒
󳏿,255,󳝕,2,mgxn,孝敬（父母）
󳐀,378,󳝕,2,mgxn,捂（甜酒）
󳐁,21,󳝕,3,mogxm,膀
󳐂,42,󳝕,3,mgyxn,渡槽
󳐃,45,󳝕,3,mpwxn,1、（身肌）丰满；2、（丝瓜）；
󳐄,48,󳝕,3,mgwxn,嘛（语气词）
󳐅,50,󳝕,3,mfxn,地
󳐆,205,󳝕,3,mggxn,摘（菜，俗称讨菜）
󳐇,230,󳝕,3,mthxn,纠缠
